Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveller Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Will try a different hotel in the same location next time,Didn't get the room I ordered. Room was tiny and too hot. Staff at breakfast were rude and the breakfast is very confusing but the food was nice.,Location is fantastic. Reception staff were very friendly,5.0,February 2024,17 February 2024,Small Room,1,Family,8.3,0,1,0,0,1,1,0,1,1,0,0.0009156557343165988
Not that great,The room service and house keeping. For the brand Radisson they didn’t live up to it. The rooms were not cleaned very well. Nobody attends to you when you try calling them.,Location and some of their staff are very kind and helpful.,5.0,November 2022,5 November 2022,Small Room,4,Couple,8.3,0,1,0,0,1,1,0,1,1,0,0.0009156557343165988
Great base to explore Tromso and convenient location for Airport Bus and to pickup excursions.,,Great room with a fantastic view over the fjord and harbour. Plenty of space and well appointed.,9.0,February 2022,18 February 2022,Superior Room with Sea View,4,Couple,8.3,1,0,1,0,0,0,0,0,1,0,0.0009094852040990778
"Great stay, good location, helpful staff.",NIL,"Up-graded to Standard - Sea view room, but was first given 2 rooms blocked by building in front.
Requested for change, and settled with good view room.",8.0,May 2023,31 May 2023,Standard Room,1,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0009094852040990778
Very cosy central stay in the peaceful Arctic circle,,"The location is ideal, coaches for tour pick ups and airport right outside the door, can see the chapel from the main town was lovely to wake up to seeing snow outside the window and on the roof of the buildings outside. Bed was soo comfortable great after exploring in the snow all day",10.0,March 2024,27 March 2024,Standard Room,3,Group,8.3,1,0,1,0,0,0,0,0,1,0,0.0009094852040990776
So Nice,little bit expensive,"the location is perfect also there is a tourist office inside the lobby where you can book the activities. Moreover, the view from the room was wonderful.",10.0,January 2023,27 February 2023,Small Room,4,Solo traveller,8.3,1,0,1,0,0,0,0,0,1,0,0.0009094852040990776
Amazing stay in Tromsø,Nothing negative,We had the absolute best stay at Raddison Blu in Tromsø. My boyfriend booked the hotel for my birthday and it was so great. it The gym and sauna are perfect for the cold weather and both have great views. The rooms are also awesome. Couldn’t recommend more.,10.0,October 2022,10 October 2022,Standard Room,2,Couple,8.3,1,0,1,0,0,0,0,0,1,0,0.0009094852040990776
Best Hotel in Tromso,Nothing.,"Perfect location, very spacious room, amazing view, comfortable bed, complimentary coffee, hot chocolate in the room, Internet and casting facilities, and the ice machine.",10.0,December 2021,2 January 2022,Premium Room with Sea and Mountain View,4,Family,8.3,1,0,1,0,0,0,0,0,1,0,0.0009094852040990776
"Location, service, location, amenities, location, could not ask for anything more.",,"Perfect location as very close to all your pick up points. Most buses leave from just outside and tours that did not was less than 5 min walk away (ie at Magic Ice Bar). Local buses were within easy walking distance and city centre for shops and restaurants was right on our doorstep.
Good breakfast also served onsite.",10.0,February 2024,1 March 2024,Superior Room,5,Couple,8.3,0,0,1,0,0,0,1,0,1,0,0.0009092933257978734
Definitely want to visit again to see northern lights,Weather was very unstable sadly due to weather we didn’t manage to see northern lights,The breakfast had multiple vegetarian options and gluten free meals plus the location was amazing with sauna facilities.,9.0,January 2024,30 January 2024,Small Room,5,Group,8.3,0,0,1,0,0,0,1,0,1,0,0.0009092933257978734
Lovely stay in Tromso centre,,"Great location, easily accessible to all the tours and events we had signed up for during our stay. In the city centre, so walkable to supermarket/shops/water front as well. Great facilities, lots of space to stay in from the cold, very nice buffet breakfast to start the day.",8.0,January 2024,26 February 2024,Standard Room with Sea View,3,Couple,8.3,0,0,1,0,0,0,1,0,1,0,0.0009092933257978734
Stay would've been exceptional if not for one very unfriendly staff who made us uncomfortable.,,"Excellent breakfast, location and the sauna is just wonderful. The view from the gym/ sauna floor is beautiful, especially at sunrise.",9.0,January 2023,18 March 2023,Small Room,4,Group,8.3,0,0,1,0,0,0,1,0,1,0,0.0009092933257978734
Stay here!,Can’t think of anything I didn’t like.,"The hotel is in the city center, so you can just go out and walk around. It’s also a few minutes walk away to/from the harbor. I love that they have free breakfast included in my stay - and the options were extensive and delicious! My favorite facility is the sauna/gym, located on the 10th floor facing the harbor. It was awesome!! Another highlight of my stay was seeing the aurora borealis outside my window on 2 nights of my 3-night stay!",10.0,November 2022,17 December 2022,Small Room,3,Solo traveller,8.3,0,0,1,0,0,0,1,0,1,0,0.0009092933257978734
Exceptional,,"great location with walking distance to bars, restaurants and attractions",10.0,November 2021,24 November 2021,Superior Room,4,Group,8.3,0,0,1,0,0,0,1,0,1,0,0.0009092933257978734
We had a wonderful stay in the hotel and lovely time in Tromso :),,Facilities and location is great. Breakfast is awesome!,10.0,November 2022,22 November 2022,Standard Room,2,Couple,8.3,0,0,1,0,0,0,1,0,1,0,0.0009092933257978734
A very well located and comfortable hotel in Tromso.,"Well, we paid extra for a seaview room and most of the view was obstructed by the building in front of us, which was disappointing.  I also asked for a walk-in shower but we got a shower over the bath, a particular thing I hate.  The hotel itself is a little dated in the older section where we stayed.  It would have been nice to have a guest lounge area to hang out in.","The beds were comfortable and the room quite satisfactory.  Sent up extra pillows for us quickly when asked.  Staff generally very nice and helpful.  The breakfasts were absolutely awesome.  The hotel is very well located, easy access to the local buses and right next to where we caught our cruise boat!",7.0,August 2023,27 September 2023,Superior Room with Sea View,3,Couple,8.3,1,1,0,1,1,0,1,0,0,1,0.0009080628133000875
unfriendly front desk staff,"male staff at front desk was for unknown reason aggressiv and unfriendly, liked discussing.

therefore no better rating","nice breakfast nice location,",6.0,February 2022,23 March 2022,Standard Room,1,Couple,8.3,0,0,0,0,0,1,1,0,1,0,0.0009079314399082148
An average hotel with a good location.,The reception is very slow. One of the male receptionist ( short guy) is not very friendly. It seems to me he is not happy with his job and does not want to do any work. Only the girl next is doing the check in work with people lining behinds.,Hotel is in a good location next to the port of Tromso. Breakfast is alright.,7.0,October 2023,9 October 2023,Standard Room,1,Group,8.3,0,0,0,0,0,1,1,0,1,0,0.0009079314399082147
Amazing location,Staff could be a bit more friendly.,Breakfast was good with a lot of variety. Location is great.,7.0,February 2023,9 February 2023,Small Room,3,Couple,8.3,0,0,0,0,0,1,1,0,1,0,0.0009079314399082147
Superb. I will stay there again.,Check in was a little slow with only one staff member on duty.,"Great breakfast, beautiful view and very convenient location.",9.0,June 2022,4 June 2022,Superior Room,2,Solo traveller,8.3,0,0,0,0,0,1,1,0,1,0,0.0009079314399082147
Good,"Completely and dramatically overpriced and in no relation to what you for your money. Staff could have been more helpful, especially in advance when I contacted them.","Great location, great breakfast",7.0,December 2022,1 January 2023,Small Room,2,Couple,8.3,0,0,0,0,0,1,1,0,1,0,0.0009079314399082147
Better Hotels around,"For superior rooms, not what we expected...looking at office locations and shower is actually a bad...old styole, also rest and Bars all closed+ For SAS Radissso bad quality","Location, staff at receiption and BF good",3.0,December 2021,29 December 2021,Superior Room,2,Group,8.3,0,1,0,0,1,0,0,0,1,1,0.0008978376602472619
Located in the center of 80% of Tromso,"Shower screens shape is a bit interesting. If you close it to stop water getting out then you would have a tight squeeze, else you would have a comfortable space but the water will spread to the bathroom.
I used to activate the air conditioner with the key card mostly but the central heating/radiator is activated with the key card as well. Heating could be set for a minimum heating level without the key card.","We stayed in standard room. Room is big and cleaned everyday very well. Bed is comfortable.
Some of the tour companies have a start point and others have a spot in front of the hotel, you wouldn't feel cold outside long time. Airport express shuttles have a stop too.
Hotel is located 5-10 mins walk to every spot you would visit like restaurants, cafes, shops, etc.",8.0,February 2023,14 February 2023,Standard Room,3,Couple,8.3,1,1,0,1,0,0,1,0,0,0,0.0008882696347810271
We will be back! Thank you,-,Location and the staff. They were very helpful. We had our 2 bikes with us and they did everything to store them. The staff is very polite and welcoming.,9.0,August 2023,13 September 2023,Standard Room,3,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983208
Good value for money.,,"The location was good.  Everything within walking distance.  
It was a bonus to have Best Artic within the hotel.  Staff was helpful.",8.0,October 2023,24 October 2023,Standard Room,3,Family,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983208
good stay with professional and friendly staff,,location and staff’s service,9.0,April 2023,13 April 2023,Standard Room,2,Family,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983208
Great hotel with excellent staff who make your travel easy,,Great location with very helpful staff to make your staff comfortable,9.0,June 2024,22 June 2024,Superior Room with Sea View,1,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983208
Excellent hotel in tromso!,sauna hours could’ve been more clear,"great location and warm staff, comfortable stay",10.0,November 2022,8 November 2022,Standard Room,3,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Exceptional,,"Location
Staff",10.0,August 2023,30 August 2023,Superior Room with Sea View,7,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Staff was  very friendly and helpful.,,The staff gave us information on taxi and public transportation that was helpful.,10.0,August 2023,31 August 2023,Standard Room,1,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Excellent choice,,"Location, staff",10.0,August 2023,13 September 2023,Premium Room with Sea and Mountain View,4,Solo traveller,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Exceptional,,staff were friendly and location is great! highly recommended!,10.0,October 2022,3 November 2022,Superior Room,4,Family,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Arctic experience,,Excellent location.  It was the centre for many of the activities and experienced. Fabulous staff. Great hotel.,10.0,February 2023,23 February 2023,Standard Room,1,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Excellent,nothing!,"location, accomodation, safety and friendly staffs.",10.0,October 2022,7 October 2022,Small Room,2,Solo traveller,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Ideal location for staying in Tromso,,"Very comfortable, great location, helpful staff",10.0,May 2022,18 May 2022,Small Room,4,Solo traveller,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
the perfect hotel for your stay in Tromso,,"The perfect location in Tromso, nice staff, everything at the door step",10.0,January 2023,20 January 2023,Small Room,4,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Exceptional,,Such helpful staff and good service! The location is fantastic and the price is so fair!,10.0,May 2023,8 June 2023,Superior Room with Sea View,7,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Exceptional,,Lovely staff and perfect location,10.0,March 2024,6 March 2024,Superior Room,3,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
great place to stay,all was great,staff kindness - location - view,10.0,January 2022,10 January 2022,Standard Room,3,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Exceptional,,"Very homey feeling, excellent location, friendly staff. We were given a complimentary upgrade to a suite which was an absolute treat.",10.0,March 2024,20 March 2024,Small Room,1,Couple,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
Exceptional,,"Location, staff",10.0,June 2023,9 July 2023,Superior Room,2,Family,8.3,0,0,0,0,1,0,0,0,1,0,0.0008842208563983207
"Great location, great rooms, buffet breakfast was pretty terrible","Buffet breakfast was hands down the worst tasting, not fresh, minimal variety I’ve ever had","Location, cleanliness, facilities in the room, room was large and comfy",8.0,September 2023,28 September 2023,Standard Room with Sea View,2,Solo traveller,8.3,1,0,1,0,0,0,0,1,1,0,0.000883672907973794
Passable,"some staff is bit grumpy and not helpful, plates & cups at the breakfast were dirty and shattered, entrance is difficult to find","Directly in the city center, room (besides the view) was great",5.0,August 2022,25 August 2022,Small Room,1,Couple,8.3,1,0,0,0,0,1,0,1,1,0,0.0008824930780010062
"great location, nice modern and clean rooms however the breakfast staff could cheer up a bit",staff at breakfast miserable and non attentive,great location clean rooms and public areas,9.0,April 2022,30 April 2022,Small Room,2,Couple,8.3,1,0,0,0,0,1,0,1,1,0,0.0008824930780010061
Very good,The breakfast buffet was so busy and it seemed the staff struggled to keep up.,"Location was great. Nice clean room, modern bathroom, great view and comfy bed.",8.0,November 2021,24 December 2021,Standard Room,2,Couple,8.3,1,0,0,0,0,1,0,1,1,0,0.0008824930780010061
Disappointing and poor value for money - we expected more for the not inexpensive price.,"No restaurant apart from breakfast, no sauna, no English TV despite reporting fault in first hour after arrival, very dirty seagull nest immediately outside bedroom window with accompanying seagulls on it from 05.30 am.",Location,5.0,March 2022,19 March 2022,Superior Room with Sea View,4,Couple,8.3,0,1,0,0,0,0,0,1,1,0,0.0008824879633064853
worthy of effort,"Heating system is inefficient, no sufficient  drinking water supply to the guest room, otherwise O.K.","beautiful view to the sea bay with surrounding mountains,  I recommend this place to visit, Chris Szala",8.0,November 2021,15 November 2021,Small Room,3,Couple,8.3,0,1,0,0,0,0,0,1,1,0,0.0008824879633064853
Poor,"Breakfast: one of the worst hotel breakfasts I’ve ever had. Very narrow selection and poor quality.

All sorts of problems with the hotel (for example: 
room smell
windows didn’t close at heavy rain
the skin of my toe tore when it hit to the loose metal strip).

Next time we’ll stay somewhere else!",Location,3.0,July 2023,18 July 2023,Junior Suite,1,Family,8.3,0,1,0,0,0,0,0,1,1,0,0.0008824879633064853
Ok but not great,"Room Size, Food, Toiletries",Location,7.0,November 2023,3 November 2023,Small Room,5,Couple,8.3,0,1,0,0,0,0,0,1,1,0,0.0008824879633064853
Comfy and recommended family room.,"The double room was too small.
We missed a bigger closet in the family room.","We booked two rooms:
Family room (for 4) was very nice and spacious. 
The double room was a bit too small.
Breakfast was very nice, showers and bed also very nice. There is a nice gym on the top roof with sauna.",9.0,October 2023,3 November 2023,Family Room (2 Adults + 2 Children),3,Family,8.3,1,1,1,0,0,0,1,0,0,0,0.0008824848326900373
Superb,"Breakfast hours ...  Ending time should be when they stop seating, but staff promptly removed utensils and food at ""end of hours""    very unlike procedures at other Radisson properties😮‍💨","Very convenient location at Harbour and Central.
Steps away from easy public transportation.
Great breakfast but arrive well before ending time..",9.0,September 2022,4 October 2022,Small Room,1,Family,8.3,0,0,0,0,0,1,1,1,1,0,0.0008823268073215507
Great food and good stance with some shadows,"there were some hairs in the shower and there was a confusion where I got charged twice. the time to resolution (more than 2 days) and communication between employees was really poor, it did not feel good. Fortunately Chantal (one of the employees) went straight to the solution and solved my problem","The bed was comfortable, the breakfast was AMAZING! and almost all the planned trips start from this hotel or the one in front of this",7.0,December 2022,4 January 2023,Standard Room,3,Couple,8.3,1,1,0,0,0,1,1,0,0,0,0.00088130497765769
Superb,,Fantastic breakfast. Small but comfortable room. Super nice staff.,9.0,March 2024,2 March 2024,Small Room,1,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840864
"Nice staff, great location, really nice breakfast and cozy rooms. Amazing view out the window !",We had to call the front desk two times in order to have our sheets changed. Otherwise everything else was great.,"Nice rooms and lighting, helpful staff, delicious breakfast",8.0,October 2022,20 October 2022,Standard Room,3,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
Perfect location in Tromso,Nothing not to like,"Very nice hotel right by the harbour and a minutes walk from the centre of town.

Friendly and helpful staff, nice room and buffet breakfast.",10.0,June 2022,20 June 2022,Standard Room,1,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
Exceptional,nothing,"we only had one night at the Radisson but the it was great. The room was very comfortable, the breakfast was excellent and the staff gave us an extended check out until 15.00.",10.0,March 2023,20 May 2023,Standard Room,1,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
Wonderful experience.,,"Nice located, near the meeting points of tours and only 5mins to drive to the airport. There is taxi service at the reception. The breakfast was delicious. The hotel was really big and the room was clean and tidy. Had a nice stay here.",10.0,January 2024,2 February 2024,Superior Room,1,Group,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
Superb,"we came most of all for the sauna and it was closed 
It was also difficult to park our car, every car park is extremely expensive","The staff was nice, the hotel and the room was extremely comfortable and a large breakfast buffet",9.0,February 2022,1 March 2022,Standard Room,1,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
Absolutely fantastic,"It didn’t spoil our stay , but at times it was a bit chaotic with large groups leaving and arriving .",We really enjoyed our stay at the Radisson Blu Hotel in Tromso . We were welcomed nicely by reception  and the superior room we had was great . It was clean and kept very clean throughout our stay .  The beds as in all the Radisson hotels we have stayed in was so comfortable and the blackout curtains welcome during the light summer nights . We also loved the breakfast and the friendliness of the staff in the breakfast room who were kept busy,10.0,June 2024,12 June 2024,Superior Room with Sea View,7,Family,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
Enjoyable and happy to go back at the end of our trip!,Nothing.,"Colete at reception was lovely and super helpful! The room was lovely, bed comfortable and brilliant toiletries in the room. The breakfast was exceptional as someone that has a dairy allergy the board in the breakfast room explaining the ingredients in each dish was amazing!",10.0,June 2023,24 June 2023,Small Room,1,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
A perfect haven in a busy energetic stay,nothing,"Perfectly situated minutes walk from the shops and overlooking the harbour. The reception staff were excellent, Kato the front desk manager went out of his way to ensure we had a great stay,nothing too much trouble, breakfast very good and rooms in great condition",10.0,February 2023,22 February 2023,Small Room,3,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
Exceptional,,Fabulous place to stay. Lovely room and very comfortable bed. Staff were very helpful and breakfast is amazing! Highly recommend a stay here.,10.0,March 2023,28 March 2023,Standard Room,3,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
A really nice stay near everything,"There was a cycling race during our stay, which made it a little hard to walk around the city.","Everything was clean and organized, the hotel staff was really helpful and we really enjoyed our stay. Breakfast was good. Everything was in a walking distance.",9.0,August 2021,9 August 2021,Standard Room,2,Couple,8.3,1,0,0,0,1,0,1,0,0,0,0.0008793299276840863
A very nice and modern hotel with an excellent location,"The hotel does not offer parking and overall the parking situation in the area is quite bad. It was really quite difficult to find a parking place. Also, maybe the hotel could wash the logo from the outside.","The room was gorgeous, very nicely furnished, clean, spacious and had an excellent view. Overall, the hotel is very nice and well-furnished. The location of the hotel is also excellent.",9.0,September 2022,26 October 2022,Standard Room with Sea View,1,Couple,8.3,1,0,1,1,0,0,0,0,1,0,0.0008747159259172442
City centre,Bit tricky parking,Great location. Good gym facilities and very good breakfast. Sea view was lovely.,9.0,July 2022,17 July 2022,Standard Room with Sea View,2,Couple,8.3,0,0,1,1,0,0,1,0,1,0,0.0008745496535176334
wonderful hotel at the center of everything,"Because of covid, some services were not available. We never did find the observation lounge.","The hotel is very nice and comfortable. The location is extraordinary: at the heart of everything, and many activities meet at the Radisson Blu. An easy walk to all of the sights of interest. The breakfast is outstanding. The Radisson Blu is clearly the go to hotel in Tromso.",9.0,March 2022,22 March 2022,Standard Room,3,Family,8.3,0,0,0,1,0,1,1,0,1,0,0.0008733697517573526
Surprised by Tromso...,"Breakfast Staff talks among themselves about labor conditions, free days etc.","Breakfast, bed, second night room, first night room, city, people.",8.0,June 2023,16 June 2023,Small Room,1,Solo traveller,8.3,1,1,0,0,0,1,1,1,0,0,0.0008722638406220886
I expected more,"I expected more on the service level. it is basically a breakfast and a room, no room food service for example, they rarely answer the phone when you call room service or reception. overall manage your expectations when it comes to standard hotel services","Room and hotel in general are clean, and breakfast is good",7.0,January 2023,27 January 2023,Standard Room,5,Solo traveller,8.3,1,1,0,0,0,1,1,1,0,0,0.0008722638406220886
Pleasant,"When we entered the room, there was open chocolate from the previous guests. Bathroom extremely small. You have to park at a parking lot which is 5 min by foot. 
Very expensive concerning for what you get, but it’s fine for a 2 night stay before you continue your journey.",Good location. And there was not much to choose from concerning hotels.,6.0,January 2023,19 January 2023,Standard Room,2,Couple,8.3,0,1,0,1,0,0,0,0,1,0,0.000872145190981452
Passable,"No parking for rental car. 
Room very hot in the middle of winter",Good location.,5.0,February 2023,17 February 2023,Standard Room,3,Couple,8.3,0,1,0,1,0,0,0,0,1,0,0.000872145190981452
Very good,"We had the budget room which was really small, not much space, not even a drawer or enough hooks for towels in the bathroom.","Good location, next to express bus stop from and to the airport, close to harbor were most of the boats take off for the sailing tours.",8.0,April 2022,18 April 2022,Small Room,4,Couple,8.3,0,1,0,1,0,0,0,0,1,0,0.0008721451909814519
Very good,Our room was right under the gym. We got woken up by loud noises and sometimes could not sleep early.,Location was optimal for all excursion pick ups and walking onto center city.,8.0,November 2023,13 November 2023,Standard Room with Sea View,8,Couple,8.3,0,1,0,1,0,0,0,0,1,0,0.0008721451909814519
Poor,we wanted to shorten our trip by one night. I asked the front desk and they assured me that there will not be a problem and they would reimburse me for the last night since it was already paid. the next day just to be sure I went and asked again and they told me again they would send the refund to Booking since i had booked thru them. well after we changed our trip and after I contacted Booking they told me there would not be a reimbursement since my reservation was no longer refundable.  I was well aware of that and that is the reason I asked the front desk twice just to see if it could be done and twice while looking at my reservation they said yes. we would not have cut our trip short if we were told that reimbursement could not be done.  this was their mistake and they refused to correct it. we were very very disappointed,location,3.0,February 2023,19 March 2023,Standard Room,4,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Exceptional,,the view,10.0,June 2023,21 June 2023,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
It was great.,N/a,Very central location,10.0,December 2023,24 December 2023,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Exceptional,,"Great location, the vast majority of the tours pick you up from the hotel entrance or across the street",10.0,March 2024,2 March 2024,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
"Good location, good view (sea& mountain view room)",-,"Good location, good view, near public bus stop, close to airport, near starting point of many tour.",10.0,October 2023,13 October 2023,Premium Room with Sea and Mountain View,1,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
"The location of the hotel is very convenient, with many shops and event gathering points within walking distance.",,"The location of the hotel is very convenient, with many shops and event gathering points within walking distance.",10.0,December 2023,23 January 2024,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Exceptional,Revolving doors were broken.,The sauna has the best view of the mountains. Need more pictures of this on the website.,10.0,October 2023,20 October 2023,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Great View,,The beautiful View !,10.0,March 2022,28 April 2022,Standard Room with Sea View,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Wouldn’t recommend.,"The hotel is tired, cramped, and a terrible value for money given the cost and the level of mediocrity.",The hotel is conveniently located.,6.0,January 2024,20 February 2024,Standard Room,3,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
expensive for small rooms,too expensive,location,5.0,February 2022,3 March 2022,Standard Room,2,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Happy 😆,Nothing,Location,10.0,November 2023,9 November 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
"Such a beautiful place to stay, location, comfort, staff and breakfast were all amazing.",Nothing,Location,10.0,December 2023,4 December 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Bad,I didn’t like anything else the place is too small. Value vs place is too high. I won’t spend my money again on such hotel.,The location only,1.0,February 2024,15 February 2024,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
great staff best location and very comfortable bed,,central,10.0,July 2022,20 July 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
"Brilliant staff, modern hotel, great location!",,Fantastic location close to local amenities. stunning views from lots of public areas.,10.0,May 2022,3 May 2022,Standard Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Great time and will come back soon,It is expensive for what it has to offer.,"Great location, extremely kindly and attentive personnel.",10.0,December 2022,18 December 2022,Standard Room,3,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Had a really good time in Tromso. Highly recommended!,,Very central and compy,10.0,October 2022,29 October 2022,Standard Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Exceptional,Norway is a cold place😁,The location is great.,10.0,December 2022,25 December 2022,Premium Room with Sea and Mountain View,5,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
will stay again,Nothing,Location.  Transit to and from the airport stops in front of the hotel.  Easy to get around town with bus stops close by.,10.0,October 2022,11 October 2022,Standard Room,5,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
🙂🙂,Nothing,"Location ,view, easy to get center of city on airport",10.0,July 2022,14 July 2022,Superior Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
good breakfast and the location was very good,,location excellent,10.0,January 2023,2 January 2023,Junior Suite,5,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Excellent Place to Stay,,The location is perfect and our view wonderful.,10.0,March 2024,22 March 2024,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Great fir young and old good food and friendly staff,The pillows,The location to the port and transport,10.0,March 2024,30 March 2024,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Excellent experience,,location is excellent,10.0,February 2023,6 February 2023,Standard Room,4,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.0008680826518080022
Great location and spacious room,Nothing -,Great location and good value,8.0,August 2023,7 August 2023,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Good,,Location,7.0,July 2023,7 July 2023,Friends &amp; Family Stay: Multiple Rooms,1,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,"Central, great value for money",9.0,January 2022,27 January 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Very good,,"As a member of the hotel, the check in was fast and the location of the hotel is central.",8.0,December 2022,24 December 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,Modern and very comfortable. Great location,9.0,January 2022,3 February 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Good location but not worth rhe money,Value,Location,7.0,March 2024,9 April 2024,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
comfortable,nothing,super central and comfortable,8.0,September 2021,9 September 2021,Standard Room with Sea View,3,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Very good,,Perfect location!,8.0,March 2022,15 March 2022,Premium Room with Sea and Mountain View,4,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
thank you,,"location
travel agency for the snow trips and others",9.0,February 2022,26 February 2022,Standard Room,5,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,,The location is amazing. Right off the main street.,9.0,January 2022,10 January 2022,Family Room (2 Adults + 2 Children),5,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Superb,"No AC
Could not open window",Location,9.0,July 2023,21 July 2023,Superior Room,6,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
"location is great, breakfast is good",no water available even for buying,location,8.0,June 2022,30 June 2022,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
"their “cosy” rooms are very small, but ok for a single person.",,central,8.0,August 2022,24 August 2022,Small Room,1,Group,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
Very comfortable stay. we loved the variety at breakfast.,,great location,8.0,April 2023,3 May 2023,Standard Room,4,Family,8.3,0,0,0,0,0,0,0,0,1,0,0.000868082651808002
