Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Vintage and Kinda Spooky,"The staff we interacted with were not overly friendly. I don't know if any type of breakfast was offered, it may have been but the staff never mentioned it. It was in a pretty far out location, but as I said, the price was right and we had a rental car, so we didn't have an issue of transportation.","We were staying only one night, we wanted to be able to park our rental car easily and the price was right so we chose Woodbine. The hotel itself is vintage and a bit spooky, but in that cool old hotel way.  When we entered our room we found it slightly strange that the blackout drapes were closed and the room was dark.  When we opened the blinds we realized that our rooms window did not look out to the outside, but instead overlooked the ballroom, as did the other rooms. This means of course without the blackout drapes you'd be risking sharing a bit too much with your neighbors.  Also gave off a bit more Shining vibes, but again not in the worst way.  The stay itself was uneventful, not many were staying so it was nice and quiet, and obviously no one smashed into our room with an axe so that was a bonus.",8.0,September 2021,"October 6, 2021",Queen Room,1,Couple,6,1,0,0,0,0,1,0,1,0,1,0.001143104672056116
woke up in the middle of the night to someone trying to open all the rooms in our hallway. our neighbour was yelling to,"Small rooms, dirty",Free parking,3.0,June 2022,"June 6, 2022",Queen Room,1,Couple,6,0,1,1,0,0,0,0,0,0,0,0.0011325555251090048
save your money and stay somewhere else,not a real hotel. the rooms look like they were put in after the fact -- face onto a conference room?!?,free parking,3.0,September 2022,"September 6, 2022",King Room - Disability Access,1,Solo traveler,6,0,1,1,0,0,0,0,0,0,0,0.0011325555251090046
Don't stay here!,"The room was tiny and looked into the garbage area for the hotel. The radiator was filthy so we slept in a cold room rather than turn it on and get dust everywhere. The furniture was in such bad shape I thought we were in a third-world country. There was nowhere to put a suitcase. The wallpaper was peeling off the walls. Disgraceful, really.",The facilities were pleasant. Lovely woodwork and chandeliers in the public areas. Lots of parking.,1.0,October 2022,"October 25, 2022",Queen Room,1,Couple,6,0,1,1,0,0,0,0,0,0,0,0.0011325555251090044
Not great.,"The hotel was quite old, toilet was loose, shower leaked all over bathroom, room was hot, the window in our room looked out into a lobby?!",The old style of the building was charming.,6.0,April 2023,"April 10, 2023",King Room,1,Couple,6,0,1,1,1,0,0,0,0,0,0,0.0011324951003134972
Good for a quick stopover,"Very loud, lots of noise transfers through the walls and doors. Staff were fine, but not friendly.",Close to the airport (less then $20 for an uber). Beds were comfortable. Clean.,7.0,November 2022,"November 14, 2022",King Room,1,Family,6,1,0,0,1,0,1,0,0,0,0,0.0011264863414350798
Disappointing,reception was unfriendly,cleaning ladies were very nice,4.0,April 2022,"April 18, 2022",Double Room with Two Double Beds,2,Family,6,1,0,0,0,0,1,0,0,0,0,0.0011252041638708148
Poor,The staff were very rude,Room was clean,3.0,April 2022,"May 1, 2022",Double Room with Two Double Beds,1,Solo traveler,6,1,0,0,0,0,1,0,0,0,0,0.0011252041638708148
Good - I'll be back - thank you.,The TV service is horrible - 6 channels - all horrible snowy - couldn't watch - didn't have local CP24 channel.  I haven't stayed at the hotel for 2 years - surprised and disappointed to see the TV had not improved at all.  Not that I travel to watch tv - but it's helpful to catch up on the events of the day.,Very comfortable room,8.0,March 2022,"March 30, 2022",Queen Room,1,Solo traveler,6,1,0,0,0,0,1,0,0,0,0,0.0011252041638708148
Good - I'll be back - thank you.,The TV service is horrible - 6 channels - all horrible snowy - couldn't watch - didn't have local CP24 channel.  I haven't stayed at the hotel for 2 years - surprised and disappointed to see the TV had not improved at all.  Not that I travel to watch tv - but it's helpful to catch up on the events of the day.,Very comfortable room,8.0,March 2022,"March 30, 2022",Queen Room,1,Solo traveler,6,1,0,0,0,0,1,0,0,0,0,0.0011252041638708148
Poor,The staff were very rude,Room was clean,3.0,April 2022,"May 1, 2022",Double Room with Two Double Beds,1,Solo traveler,6,1,0,0,0,0,1,0,0,0,0,0.0011252041638708148
Good,"Some staff were not helpful, curtains let in a lot of light from the outside.",Bathroom pleasant,7.0,July 2022,"August 16, 2022",Queen Room,1,Solo traveler,6,1,0,0,0,0,1,0,0,0,0,0.0011252041638708148
Pleasant,the prices online are good but in person the prices are way too expensive,good location breakfast included and staff is good.,6.0,April 2023,"April 8, 2023",King Room,1,Couple,6,0,0,0,0,1,0,1,0,1,0,0.001123104169403413
very enjoyable stay!,everything just great,"great location, great service, great breakfast

thank you very much",10.0,April 2023,"April 27, 2023",King Room,1,Couple,6,0,0,0,0,1,0,1,0,1,0,0.001123104169403413
Good,It’s just really far from anything. Would not recommend without a car.,"Spacious room, everything was clean and functional. Breakfast was okay.",7.0,July 2023,"July 20, 2023",Double Room with Two Double Beds,2,Family,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Good value,"Thin walls, noisy neighbours, dirty chair","Close to airport, good price, spacious room, two comfortable clean beds, OK breakfast",7.0,October 2022,"October 29, 2022",Double Room with Two Double Beds,1,Family,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Fair,Malfunctioning keys no exterior windows. Pillows were lumpy and not great.,The room was spacious and clean but it has no outside windows so every morning when they made breakfast I got to smell it. For some it might be nice.My room key kept malfunctioning every night I would have to be let on or have the security let me in.,5.0,July 2022,"July 31, 2022",King Room,5,Family,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Horrible,,My stay was horrible  we got there we had to change rooms the heat was not working the beds are very uncomfortable we asked for extra pillows they told us they didn't have any the hotel had a very awful smell to it no soap or toilet paper thank God I brought my own soap and very noisy tried calling the front desk no answer  went down the girl was on the phone while standing in front of her did not acknowledge me at all was busy talking in her language I said excuse me ...she held her finger up at me to hold on I walked away ....the lady at breakfast was so sweet but your breakfast choice was horrible and I dont like eating in the room there should be a place to eat all restaurants and everything else is open now you should provide a space to eat,1.0,November 2021,"November 28, 2021",Double Room with Two Double Beds,1,Group,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Wonderful,,"Big,. spacious room. Very comfortable beds. Good tasty breakfast.",9.0,July 2022,"July 24, 2022",King Room,1,Family,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Provided what we needed for the night - simply a place to stay.,Television had only two channels.,"Breakfast was nice, still available as we arrived in the breakfast area a few minutes late. Comfortable bed. Strong air conditioner. Ample closet space as we had two garment bags to be hung as well as our luggage.",7.0,August 2022,"August 10, 2022",King Room,1,Couple,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Wonderful,,"Big,. spacious room. Very comfortable beds. Good tasty breakfast.",9.0,July 2022,"July 24, 2022",King Room,1,Family,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Good,Noisy heater,The facility was clean and the breakfast was very good!,7.0,January 2023,"January 27, 2023",Double Room with Two Double Beds,1,Family,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Perfect getaway,,It's beautiful. There were 2 wedding receptions on site. Breakfast was really good for Continental. It's close to several things to do. We went to a really great Chinese buffet called Mandarin down the street. Rooms have microwave and frig. They also have on site security though the parking lot felt perfectly safe even at night. We loved our stay!,10.0,September 2023,"September 24, 2023",Double Room with Two Double Beds,1,Family,6,1,0,1,0,0,0,1,0,0,0,0.0011030691696338002
Very good,,"Great location for the Congress Center, clean & big Shower",7.0,August 2023,"August 15, 2023",King Room - Disability Access,1,Family,6,1,0,0,0,0,0,0,0,1,0,0.001101234883971032
Pleasant,The 3pm.check in is wrong. Also the $150 deposit is fraud,"Location,cleanliness",6.0,April 2022,"April 3, 2022",Queen Room,1,Family,6,1,0,0,0,0,0,0,0,1,0,0.001101234883971032
Wonderful,,"Good for our location, accommodating , clean and good sized rooms",9.0,November 2023,"November 16, 2023",Double Room with Two Double Beds,2,Group,6,1,0,0,0,0,0,0,0,1,0,0.001101234883971032
Fair,Staff and breakfast,Breakfast was awful and the responsible person was rude. The quality and quantity was reallly poor.,5.0,October 2021,"October 8, 2021",Queen Room,3,Solo traveler,6,0,0,0,0,0,1,1,1,0,0,0.001095543236212137
Disappointing,"The breakfast is good but the person who delivered the breakfast is not good. I pay money for breakfast and she thinks she pays breakfast out of her pocket. Don't smile and don't say anything. I didn't like this And I also want a cart for bags. There is no. I told the inquiries. He told me I don't know. Go look for them in the corridors 
There is one person a very good girl who helped me she is the only person there is good","Room is not clean. I told his cleaner that she is not clean, she said she will come and will not come. Laundry is closed",4.0,September 2021,"September 30, 2021",Queen Room,2,Family,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
My stay was fsr,Very poor breakfast,The hotel is good but a few room have heating problem. We were moved twice from poor rooms. Anyway we got attention for every complains and we’re attended to,6.0,February 2022,"February 26, 2022",King Room,3,Group,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
We paid for everything and expected breakfast.,We didn’t get breakfast and it says that breakfast was included,nice and clean,3.0,December 2021,"December 25, 2021",Queen Room,1,Couple,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
Pleasant,"I did like the breakfast being prepared or served. No varies of food, fruits and other make breakfast  worthwhile. They served only set of foods all my stayed.",Like the room settings and neatness.,6.0,July 2024,"July 27, 2024",King Room,2,Solo traveler,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
Passable. Pay More and Stay Closer to Airport.,"Hotel was close to $200 Canadian; expensive for what it was, but that’s Toronto. Taxi from airport was fixed rate of $35 Canadian. I thought hotel was closer to airport. No restaurant in hotel. Walked to a nearby restaurant in commercial neighborhood. Not much to offer in the area.",Room was clean.,6.0,August 2022,"August 21, 2022",King Room,1,Couple,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
Wonderful,Breakfast was basic.,"It was quite , clean and peaceful exactly what we needed a day before having a major surgery",9.0,April 2022,"April 5, 2022",Queen Room,1,Couple,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
Exceptional,Breakfast it opened until 7 am,Very clean,10.0,October 2021,"October 14, 2021",Queen Room,1,Solo traveler,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
The staff was excellent,That breakfast was not earlier,I had a clean bed to sleep on,10.0,September 2023,"October 18, 2023",King Room,1,Family,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
It’s worth taking a taxi to this place since the pricing is very reasonable and service is good.,"Didn’t like the breakfast (was included), but I guess it’s a personal preference. Overall it was good.","Quiet, clean and comfortable.",10.0,October 2022,"November 1, 2022",King Room,1,Solo traveler,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
Wonderful,Breakfast was basic.,"It was quite , clean and peaceful exactly what we needed a day before having a major surgery",9.0,April 2022,"April 5, 2022",Queen Room,1,Couple,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
Wonderful,There was only Pork at breakfast,Good room,9.0,August 2024,"August 19, 2024",Double Room with Two Double Beds,1,Family,6,1,0,0,0,0,0,0,1,0,0,0.0010946809361941888
Good,Bathroom size nd location,Netflix,7.0,September 2022,"October 3, 2022",King Room,1,Couple,6,0,1,0,0,0,0,0,0,0,1,0.0010819744994878268
it was okay hope to be back for a longer stay,i wasn’t able to extend I’ve never had this issue at a hotel when they are full,"the room was really nice and spacious
the check in staff was helpful and welcoming",6.0,June 2022,"June 27, 2022",Double Room with Two Double Beds,1,Solo traveler,6,1,0,1,0,1,0,0,0,0,0,0.0010803119431640738
"Neat Hotel, in a quiet location.","The breakfast although complimentary is quite bland. Expected for free breakfast though. 
That isn’t much of a problem, the kitchen staff however, require very extensive retraining in customer service, or probably changed entirely.
Stayed a total of 9 nights on 2 different occasion, and both times they make it feel like they’re doing one favors by preparing/serving breakfast!","Though slightly aged, it is in a good location, is easily accessible, quiet environment and very neat. Good especially for business travelers.",7.0,April 2023,"June 26, 2023",King Room,1,Solo traveler,6,0,0,0,1,0,1,0,1,1,0,0.0010685516305849248
Ver nice people,location,The room was ok . But we did not understand breakfast. but we were ok.,8.0,April 2022,"April 20, 2022",King Room,4,Couple,6,1,0,0,0,0,0,1,0,0,1,0.0010617384426797453
Ver nice people,location,The room was ok . But we did not understand breakfast. but we were ok.,8.0,April 2022,"April 20, 2022",King Room,4,Couple,6,1,0,0,0,0,0,1,0,0,1,0.0010617384426797453
Who hired these people!,"Any of the behind the desk staff was  Ignorant, lazy, patronizing, unhelpful, rude, biased and all showed a display of seer laziness and a lack of professionalism when dealing with people with people from urban areas.",The room was spacious,7.0,June 2023,"July 3, 2023",King Romantic Suite with Jacuzzi,1,Couple,6,1,0,1,0,0,1,0,0,0,0,0.0010581056130083873
Pleasant,,Fairly standard room and hotel. No real view and basic facilities. Not super close to the airport and you will need to use Uber/Taxi to get to the Airport or Downtown,6.0,March 2023,"March 14, 2023",Queen Room,1,Couple,6,1,0,1,0,0,0,0,0,1,0,0.0010385295686864515
Wonderful,breakfast,"The clean, spacious and comfortable room",9.0,September 2021,"October 11, 2021",King Room,2,Couple,6,1,0,1,0,0,0,0,1,0,0,0.0010331770476371032
The nice,The breakfast was on time did not have to weight .your staff was kind.  And would come again.,The location was very clouse to my work place..and shopping area was clouse to me.,10.0,June 2024,"July 7, 2024",King Room,2,Family,6,0,0,0,0,0,1,0,1,1,0,0.001030992532716868
Very Good,handycap parking would have helped I think but they were extremely busy with weddings so a lot of.people and parking taken up.,"the breakfast was great, more than what I expected...friendly staff and very helpful.for the money I would recommend to anyone.",8.0,July 2023,"August 6, 2023",King Room - Disability Access,2,Couple,6,0,0,0,1,1,0,1,0,0,0,0.0010174126188092773
Very Good,No bar or lounge in the hotel.,Breakfast was good and the staff was very friendly.,8.0,June 2023,"June 28, 2023",Double Room with Two Double Beds,1,Family,6,0,0,0,1,1,0,1,0,0,0,0.0010174126188092773
Exceptional,,bed was very helped in seducing,10.0,August 2022,"September 20, 2022",Queen Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Good,Party's at night,Was clean and close to where we wanted to be,8.0,June 2022,"July 17, 2022",King Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
not bad,left my luggage unguarded in the foyer when they said they would store it under key while I was away at a meeting,nice rooms and heated toilet seat,7.0,June 2022,"June 7, 2022",Double Room with Two Double Beds,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
lovely staff but hotel needed a deep clean it was filthy,it was filthy,very strong smell of curry throughout the hotel and in the room,1.0,July 2022,"July 11, 2022",Queen Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Pleasant,Hope you can improve something for TV. I can't use the TV for amuse! Thanks,I feel comfortable about the bed and the bathroom.,6.0,December 2021,"December 24, 2021",King Room,3,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
"Very bad room, nasty and the smell was really bad.",,"The hotel was ok , the room was really bad, the room smelled very bad.
I'll never go back to sleep in this hotel",1.0,January 2022,"January 5, 2022",Queen Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
just a fine place,,"fine hotel
I have booked a room for my return to PEI.
Shivm(?)  hope spelling is correct
was a great host....I felt welcomed and taken care of.
Peter A Grant",10.0,January 2023,"January 13, 2023",Queen Room,1,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Good,,"The place looks so nice, we loved it! Its clean and comfortable, we totally would book there again",8.0,October 2021,"October 20, 2021",King Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Meh,,"It is closed to the airport.
Average room.",5.0,December 2021,"December 5, 2021",Double Room with Two Double Beds,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Good,"When I was checking in the receptionist attending was not professional but rude. But the next morning when I checked out , the lady attending was very sweet.",The hotel is value for money and very clean.,7.0,November 2022,"November 16, 2022",Queen Room,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Good,,The chandeliers.  The bed was comfortable.,8.0,October 2022,"October 17, 2022",Double Room with Two Double Beds,2,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Pleasant,Very noisy neighbors...late into the morning hours...disregard for other guests,Clean..cozy,6.0,January 2023,"January 17, 2023",King Room,1,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
keep it up the good work,nothing so far all good,clean and comfy,7.0,January 2023,"January 23, 2023",King Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Our stay was short.,I was accosted by a cock roach in the hall when leaving the next morning.,"We arrived late ,went to bed and were out by 4am for an early flight next morning. There was no time to check anything about the place. I have no idea what color it was even as it was dark when we arrived. The room appeared clean and tidy although it was obviously dated. Everything worked and it was comfortable enough.",6.0,March 2023,"March 2, 2023",King Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Pleasant,exterior and interior halls etc were dated and run down,room was clean,6.0,March 2023,"March 19, 2023",Double Room with Two Double Beds,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Good,I didn’t like that they pre-charged for a security/damage deposit.,Decently close to the airport. typical hotel room,7.0,April 2023,"April 14, 2023",King Room - Disability Access,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Good,Jacuzzi did not work at all.,It was clean and large enough.,7.0,April 2023,"May 3, 2023",King Room,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
liked it breakfast was okay,all was great,we found the place was very clean and comfortable,9.0,November 2022,"November 17, 2022",King Room,2,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Good,"The huge jacuzzi didn't work, it ended up just being a big bath tub :(",Size of room,7.0,June 2023,"June 8, 2023",King Romantic Suite with Jacuzzi,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Glad it was only 1 night.,Dark and a little run down.,"Small dark room, the only window was into a meeting room. When I asked for a room with an outdoor window, I was told the hotel was full. Cut and dry.",3.0,August 2022,"August 5, 2022",King Room,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Good,,"Great place for simply a clean bed, clean bathroom and short distance to airport.
Thanks a lot",7.0,September 2023,"September 25, 2023",King Romantic Suite with Jacuzzi,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Bad,They could have at least offered us some sort of compensation for our inconvenience.,Upon arrival at the hotel we were informed that their booking system had crashed and they didn't not have a booking for us and rooms were no longer available.,1.0,September 2022,"October 18, 2022",King Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Disappointing,,Fan in the washroom not working,4.0,August 2023,"September 23, 2023",King Room,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Exceptional,,Clean and lots of room for my mobility scooter,10.0,March 2023,"April 1, 2023",King Room,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Good,There were loud neighbours,"clean, microwave in the room",8.0,April 2022,"May 17, 2022",Queen Room,7,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Good,The company,The bed,8.0,April 2023,"April 30, 2023",King Room,1,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
just a fine place,,"fine hotel
I have booked a room for my return to PEI.
Shivm(?)  hope spelling is correct
was a great host....I felt welcomed and taken care of.
Peter A Grant",10.0,January 2023,"January 13, 2023",Queen Room,1,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Poor,,"They missed to provide us break fast, and tv was not working in room",3.0,May 2022,"May 2, 2022",King Romantic Suite with Jacuzzi,1,Group,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Disgusting.  I didn’t even shower,it was dirty and gross,my room was dirty with mouse droppings and found some in my bed.   it was gross and disgusting,1.0,March 2023,"March 9, 2023",King Room,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Poor,,Showered didn’t work,2.0,June 2022,"June 22, 2022",King Room,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Exceptional,,Love the cleanliness,10.0,October 2023,"October 19, 2023",Double Room with Two Double Beds,6,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Good,,Nice and clean. Close to the airport,8.0,September 2023,"October 2, 2023",Double Room with Two Double Beds,1,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Good,It was my second time to checked in the property. But the second one has no Netflix . The tv is a bit old. Unlike the first time the tv has Netflix .,Clean,9.0,July 2024,"July 23, 2024",Queen Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Exceptional,Leaving cause I want to stay,I love how clean and quiet the place is and the stay was  the best In Toronto,10.0,April 2023,"April 7, 2023",King Suite with Sofa Bed,1,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Exceptional,,Clean and lots of room for my mobility scooter,10.0,March 2023,"April 1, 2023",King Room,1,Solo traveler,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Wonderful,That i had to leave!,"Everything was great. Hassle-free check.in/check.out.
Very clean room. Comfy bed. Quiet, too.",9.0,August 2023,"August 23, 2023",Queen Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Exceptional,,bed was very helped in seducing,10.0,August 2022,"September 20, 2022",Queen Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Poor,everything,the room smell like smoke,2.0,September 2022,"September 29, 2022",Queen Room,1,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
liked it breakfast was okay,all was great,we found the place was very clean and comfortable,9.0,November 2022,"November 17, 2022",King Room,2,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Good,All good no compliant,Nice room,8.0,March 2023,"April 2, 2023",Queen Room,1,Couple,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Very Good,Saturday night was to noisy lots of banging,I love the bed,8.0,March 2022,"March 28, 2022",King Room,2,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
Exceptional,,Your room so nice 😍,10.0,April 2023,"May 6, 2023",King Room,1,Family,6,1,0,0,0,0,0,0,0,0,0,0.0009981154319609695
excellent,I couldn’t check in an hour early- they wouldn’t let you check in till 3.,how close it was to the airport. the staff was really nice and the breakfast had choices.,10.0,March 2023,"March 18, 2023",Double Room with Two Double Beds,1,Family,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Good location,,"Kindly staffs and nice breakfast 
It located close to the airport",6.0,April 2023,"May 30, 2023",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
excellent,I couldn’t check in an hour early- they wouldn’t let you check in till 3.,how close it was to the airport. the staff was really nice and the breakfast had choices.,10.0,March 2023,"March 18, 2023",Double Room with Two Double Beds,1,Family,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Excellent,Nothing,"Breakfast, and service",10.0,August 2021,"September 27, 2021",Queen Room,2,Solo traveler,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Was ok but will have to think hard about staying there again,"Too much walking for people that can’t walk a lot, and ask for ground floor but again have to charge money if you want a ground floor.","Not into brown bag breakfast, and staff not very talkative or friendly as far as I am concerned.",6.0,September 2021,"September 15, 2021",Queen Room,2,Solo traveler,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Bad,I don’t think it’s even possible to make this dump any better it should be destroyed by a wrecking ball ASAP.,"It was awful. Cold eggs, lack of food, terrible cook and unprofessional. Reception was brutal and useless. Housekeeping moved in slow motion and provided the worst service possible.",1.0,July 2022,"August 4, 2022",Double Room with Two Double Beds,1,Group,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Going to the races at Woodbine? Great place to stay. Enjoy the horses!,,Breakfast was delightful. Front desk young man was humourous and friendly.,8.0,May 2022,"June 5, 2022",Queen Room,1,Solo traveler,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Excellent,Nothing,"Breakfast, and service",10.0,August 2021,"September 27, 2021",Queen Room,2,Solo traveler,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Going to the races at Woodbine? Great place to stay. Enjoy the horses!,,Breakfast was delightful. Front desk young man was humourous and friendly.,8.0,May 2022,"June 5, 2022",Queen Room,1,Solo traveler,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
perfect location for airport,,great breakfast… very friendly and accommodating staff.,10.0,June 2022,"June 30, 2022",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Moderately statisfactory,,The breakfast left a lot to be desired.  It was not as much the quality as the service.,8.0,June 2022,"July 2, 2022",Queen Room,1,Couple,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
"It's really far from the city, recommended for car travelers mostly. But it's huge and great really.",,Good breakfast. Nice staff.,7.0,March 2023,"June 17, 2023",Double Room with Two Double Beds,2,Family,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
the rooms should be remodeled,some expensive and high deposit.,"Friendly staff, good breakfast",7.0,June 2022,"July 3, 2022",Double Room with Two Double Beds,1,Family,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
perfect location for airport,,great breakfast… very friendly and accommodating staff.,10.0,June 2022,"June 30, 2022",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Moderately statisfactory,,The breakfast left a lot to be desired.  It was not as much the quality as the service.,8.0,June 2022,"July 2, 2022",Queen Room,1,Couple,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
It was a nice relaxing place,It was alright.,"Breakfast was good but the staff.that was there wasn't friendly, a little on the mean side, didn't smile and made negative comments instead of being pleasant. The waffle maker wasn't working properly and it wasn't fixed the whole time.",10.0,February 2023,"February 27, 2023",King Room,1,Couple,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
very enjoyable stay!,nothing,"staff ,breakfast, just everything was great!!!",10.0,April 2023,"April 25, 2023",King Room,1,Couple,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Recommended,It was cold and raining outside,"Check in is quick, staff was nice, restaurants are close",8.0,April 2023,"May 2, 2023",Queen Room,1,Solo traveler,6,0,0,0,0,1,0,1,0,0,0,0.0009916075903503476
Cheep place to stay needs updating staff not helpful,"Location not good for downtown 
Hotel a little rundown a function on every night
Staff no knowledge of the area
Breakfast OK but not much choice and same every day",Location good for airport,7.0,October 2022,"November 4, 2022",King Room,7,Couple,6,0,0,0,0,0,1,0,1,1,1,0.0009734987845979264
It was my awful stay in a hotel ever.,"I didn't like their facilities, everything is not working. The receptionist is rude. I did ask for housekeeping but she asked me to look for them.",I just like the bed size and comfy,4.0,January 2022,"January 20, 2022",King Room,4,Solo traveler,6,1,0,0,1,0,0,0,0,0,0,0.0009718197837604935
Good,"The wifi connection was very slow
The TV was very bad",The bed,6.0,November 2021,"November 15, 2021",King Room,1,Solo traveler,6,1,0,0,1,0,0,0,0,0,0,0.0009718197837604933
not worth the price.  staff needs to take a hospitality class!,the staff was unprofessional. the hotel was run down and outdated.,not much except the breakfast. that was good,5.0,December 2022,"December 9, 2022",King Room,1,Family,6,0,0,0,0,0,1,1,0,0,0,0.0009644215144457243
Fair,"The staff were unfriendly, no customer relations atall. No warm welcome.",The breakfast was okay.,5.0,November 2022,"November 9, 2022",Queen Room,1,Couple,6,0,0,0,0,0,1,1,0,0,0,0.0009644215144457243
Won’t be back unfortunately we have stayed there numerous times before and this time very unhappy,Staff was very uninteresting in his job not friendly,What breakfast muffins coffee orange juice,4.0,October 2021,"October 5, 2021",Queen Room,1,Couple,6,0,0,0,0,0,1,1,0,0,0,0.0009644215144457243
