Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Will not be returning to Debretts again,"Room was very dirty, air vents which are unable to be closed directly under bed made the sleeping area very cold, faulty bad switches, play ground old and outdated, stainless slide would get extremely hot in the summer, sea saw broken, zip on trampoline net broken, trampoline covered in mould and bird droppings, nasty pothole in driveway right next to speed bump that could cut car tyres damage car rims, grounds in general needs maintenance asap!",Kids enjoyed the jumping area,2.0,October 2023,"October 6, 2023",Standard Bungalow,4,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"Not worth it. The dryer No.2 in their laundry room ate my 2 dollars coin TWICE, I lost 4 dollars.","The dryer No.2 in their laundry room ate my 2 dollars coin TWICE, I lost 4 dollars.",,5.0,October 2023,"October 19, 2023",Basic Triple Room with Shared Bathroom,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Affordable accommodation. Great spot for kids,There was a bit of mould in the bathroom and some windows.,The pools are great. Perfect spot for kids,7.0,September 2023,"September 27, 2023",Standard Bungalow,2,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Pleasant,Tv needs to be changed. Picture was pixelated so made watching tv annoying. Shower had some mould on frame that would come off with a small brush.,,6.0,January 2023,"January 31, 2023",Executive Studio,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Terrible.   Although the bed was comfortable,"The room was tatty.  The lights were either all full on, or all off.  There was only one mirror, it needs painting and was tatty. 

Way overpriced for what we paid.   It was our first ever stay there and we will not be back to stay,  and will not be recommending it to any one else.",Not relevant,3.0,November 2021,"November 17, 2021",Executive Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
A great weekend overall at de Bretts’. Kids had a blast at pool facility.,"The bed was 2 singles needing spinning about as mattress tired creating a ‘dip’ in th middle. 
Black Dust & mold? accumulating below bathroom sink area. Furnishings worn, ready for update.","We had friends in various suites , all relatively close by",7.0,June 2023,"June 18, 2023",Chalet,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,cracking bed,water playground,7.0,December 2021,"December 24, 2021",Two-Bedroom Apartment,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,shower was very small,pools,8.0,October 2022,"October 17, 2022",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Would have been ok were it not for the wrong bed configuration,we ordered a kingsize bed and got two singles,Warm,2.0,September 2021,"September 15, 2021",Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Fair,Cleanliness and TV reception poor. Very basic for the money,Pools.,5.0,August 2021,"September 11, 2021",Deluxe Lodge,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
I’d stay again as it was convenient for me.,I didn’t feel it was extra clean. dirty laundry was left on deck and I had to ring reception to get it removed 3 pm,pro-choice,8.0,March 2022,"March 28, 2022",Studio,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,The cold shower one morning,,7.0,October 2022,"October 25, 2022",Studio,3,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Average,I didn't like that Booking.com had us booked in 2 different rooms for 2 nights. Booking .com did not inform us of this and we needed to check out and in again and had no room in between.  We went home as it was raining and cold and did not stay the second night even though we had paid for it.,,5.0,July 2021,"August 23, 2021",Two-Bedroom Apartment,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Fair,"The shower wasn't clean 
No extra bed linen and sofa bed wasn't made up and we had to use bedding from the other beds for the sofa bed..
The pools weren't great and overpriced as some pools were closed.",,5.0,December 2023,"December 16, 2023",Chalet,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Pleasant staff in a great location & a comfortable stay in a great cabin.,It could have been supplied with more cookware & it could have been a bit more cleaner,The property was well laid out and very warm & suited the three of us well.,7.0,August 2023,"August 24, 2023",One-Bedroom Apartment,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
pleasant. definitely should take more time with cleaning. maybe get carpets professionally cleaned every couple of month,the cleaners don’t do a good job. they rush from lodge to lodge. we still had fingerprints over our fridge and on our doors which show easily as they are cabins,the pools are fab.,6.0,February 2022,"February 1, 2022",Deluxe Lodge,4,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Overall it was good.,"Cleanliness of the room as soon as we walked in my son saw webs with 1 dead spider in it and also we had dead mosquitoes in the room, and bacon & egg sandwich left over in the fridge from the previous guest. Which we did inform at reception and showed her the photos of webs and mosquitoes.",Got accommodation available in a very short term. Pool being open till late and the discount for guests.,7.0,April 2023,"May 5, 2023",Executive Studio,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Awesome staff tidy rooms the bunk beds are not comfortable but loved the pools,The room i booked online looked different to the room we got & it didnt have an oven which was disappointing as we were unable to heat our savories for my daughters birthday snacks,Pools & hydroslides,10.0,October 2023,"October 16, 2023",Two-Bedroom Apartment,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Otherwise was great,The bed was lumpy and hard,,8.0,August 2022,"August 22, 2022",Executive Studio,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Wonderful,"To dusty outside, and drive ways..",,9.0,February 2022,"February 9, 2022",Two-Bedroom Apartment,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Ok for a short stay,Dated. The cabins could do with a decent refresh and the flooring in the bathroom was lifting due to moisture.,Close to most things. Having the waterpark on site was good,7.0,October 2022,"October 25, 2022",Standard Bungalow,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Had a lovely time catching up with whanau heading back to Australia - central location was great,"The showers and toilets being communal, didn't think it was suitable for children.  Tea and coffee not being refilled and no ashtray for outside","Grand children enjoyed swimming etc - we were fortunate to be staying next to whanau which helped, lovely relaxing, but a tad cold this time of year",8.0,July 2023,"July 25, 2023",Large Standard Cabin with Shared Bathroom,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Exceptional,Might let the more dimmer guests like myself know the hot water button for the showers is on the outside of the shower room,Very nice place to stay.,10.0,February 2024,"February 7, 2024",Basic Double Room with Shared Bathroom,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Enjoyable,"The door to the bathrrom needs attention, we had to battle with it everytime we wanted to get into the loo or shower.
Also the TV didn't go.","Loved the hot pools and the fact you can drive down as my husband has heart issues. Loved the little cabin set out, it was all we needed for our short stay.",7.0,October 2021,"October 8, 2021",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good for price,Thought our room was having a twin bed and bunks but only had single bed and bunks. Bed quite uncomfortable,"Good price, love the hot pools",8.0,July 2023,"August 1, 2023",Basic Triple Room with Shared Bathroom,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Poor cleanliness,"Cleanliness was poor.
There were flies and croakroch in the room, the room was very smelly.
The sofa was rather uncomfortable and dirty.
The drain of shower was almost blocked.",Nice and quiet.,4.0,June 2022,"June 3, 2022",Deluxe Lodge,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Wonderful,"Could have been a little cleaner, the windows are filthy, inside the chalet is ok",Nice little chalet,9.0,April 2023,"April 9, 2023",Chalet,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Didn’t stay at the premises,The room had a big pool of water in the window and smelled of mold did not stay at the place as there was no other rooms available,I didn’t stay in the end,1.0,July 2023,"July 14, 2023",Basic Triple Room with Shared Bathroom,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Cabins had great heating and a comfortable bed.,"A couch instead of 2 small armchairs would be really beneficial especially for a family, we watched a movie sitting on the floor which wasn’t comfortable.

We used the washing machine and dryer - we had our clothes in the dryer for 2.5 hours and they still weren’t dry. Had to go down to the laundromat to finish the job as we had to check out. Staying here but still paying for the pool use was a bit weird, would rather pay a little more for the room and have passes for the pool and not feel like this is an additional cost.",Playground and jump cushion was great for our 1.5 year old. Having a car park was also really handy and we had scrambled eggs in the morning using the full stove/oven.,8.0,August 2023,"August 19, 2023",Standard Bungalow,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Dinner was excellent but the room was tired and average,"Room was dusty, kettle was dirty and greasy as was the coffee plunger. The mugs were dirty and there was no complimentary coffee or tea. Had to take dirty dishes to reception and get replacements along with tea etc and some dishwashing liquid.",,6.0,September 2023,"September 5, 2023",Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Wonderful,Wedding anniversary rooms big distance apart and one family had to be relocated to the Hilton because of room damage,,9.0,May 2022,"May 16, 2022",Studio,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Awful we left,Very small basic accommodation. Could hardly walk around the bed. Outdated. We left!,,1.0,May 2022,"May 28, 2022",Standard Bungalow,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Motel was older than the cabins. The cabins looked much nicer.,"Motel was old...decor was horrible colour and one of the curtains was off the track. 
Windows in bathroom were moldy.
Air-conditioning was old.",How close it was to the pools.,5.0,February 2023,"February 6, 2023",Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Will definitely stay again,"Bunk bed - very wobbly, freaked the kids out. Mattresses on bunks weren’t very comfortable","Warm, great touch having the heating on when we arrived",7.0,August 2023,"August 16, 2023",Two-Bedroom Apartment,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good location and stay but a bit run down.,"This time it appeared a bit run down, cobwebs all over the roof by heat pump and doors, toilet door creaked and desperately needs an oil. Bathroom floor needs a good mop. 
Not as good as previous stays unfortunately",We love Debretts and have stayed here a lot,6.0,October 2023,"October 4, 2023",Villa,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Fair,The fact that we got a locked door attached room with little or no privacy due to thin walls between us  but in all fairness thats all i could book,The setting and being allowedt to take my car right down to the pools with my fiancee who had a dissabilit the private pools were lovely,5.0,August 2023,"August 29, 2023",Studio Chalet,3,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,Wife said bed was to soft.,,7.0,August 2023,"August 19, 2023",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Exceptional,The carpet was dirty as if someone walked in with dirty shoes when we got to the room. There was also hair before the toilet door. But otherwise a really nice stay for 1 night,It’s very nice,10.0,June 2024,"June 9, 2024",Chalet,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,Bit of a walk to the pools from our room,The massage we had at the resort definitely will do it again,7.0,September 2023,"September 17, 2023",Executive Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
The pool was great,The carpet is quite dirty. Otherwise the room is clean and comfortable,The pool was very good. It would be even better if there are more activities available for the teens.,7.0,January 2024,"January 27, 2024",One-Bedroom Apartment,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,"Wet surfaces in bathroom/toilet floor could be improved.
More shelves in bathroom","Warm unit.
Access to hot pools.",8.0,May 2022,"May 6, 2022",Two-Bedroom Apartment,3,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,Bed was very uncomfortable,,7.0,August 2024,"August 12, 2024",Two-Bedroom Apartment,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Didn't meet our expectations and too expensive.,We felt it was expensive for what you got. There was very much only the bare minimum in the room. It wasn't super clean. We were also disappointed there was no concession for the fact the pools are being renovated so one is completely unusable as well as one of the water slides. Pool price atm far too expensive.,,4.0,April 2024,"April 28, 2024",Standard Bungalow,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Will not go back,Very poor condition.  Pools were a separate cost,Sky was good,1.0,January 2024,"January 10, 2024",Villa,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"Pleasantly surprised. Loved the clean, warm bathroom/shower facitlities",Bunk bed mattresses where thin. Probably OK for kids but not for adults.,,8.0,May 2022,"May 16, 2022",Quadruple Room with Shared Bathroom,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Cabins need some tlc,The resort was undergoing major renovations which I wasn't aware of at time of booking. The accommodation could have been cleaner and more up to date.,The resort was nice and accommodation on site was handy. Loved the mineral hot pool temp was 40•C.,6.0,February 2024,"February 19, 2024",Deluxe Lodge,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Overall it fitted our needs.,Our room had no shower which was ok but would have been good to at least have a wash basin.,It was comfortable and affordable.,4.0,November 2023,"November 29, 2023",Standard Bungalow,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Exceptional,Bed was uncomfortable,Everything else was great 👍,10.0,September 2021,"September 26, 2021",Executive Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Disappointing,Room is smelly,,4.0,February 2024,"March 2, 2024",Large Standard Cabin with Shared Bathroom,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,Would get a room with a tolet  next time,Nice place great time,8.0,June 2022,"June 25, 2022",Basic Double Room with Shared Bathroom,6,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"Enjoyed our stay, would go back again","Didn’t like the open shower, it was easy to get water everywhere. And the pool area is quite a far walk to and from the our suite.",Enjoyed the cabin we stayed in. It was perfect for us. I loved everything about it. It suited us 2 adults and 2 kids under 6.,7.0,July 2024,"July 7, 2024",Executive Studio,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Would not stay again,The motel room was disappointing. Not worth the money. Would not stay there again.,,4.0,January 2024,"January 25, 2024",Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Fair,The bed was terribly uncomfortable in the studio apartment. And having to pay extra for the pools,The fact the pools were so very close was great but under the impression it's part of the package when staying then having to pay extra wasn't very nice.,5.0,January 2024,"January 18, 2024",Studio,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Disappointing,Sofa bed where I sleep smells puke.,Motel looks good,4.0,July 2024,"July 28, 2024",Two-Bedroom Apartment,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,found the room a little light. probably due to fact frosted glass door does not keep the light out.,,7.0,February 2022,"February 21, 2022",Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Pleasant,Bunk beds where abit tight and hard to get on to,Had a good heatpump,6.0,July 2024,"July 23, 2024",Large Standard Cabin with Shared Bathroom,3,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Fun,"There was a bit of dust and dirt in the bathrooms and toilet behind the doors.
There was a digger doing some sort of work that was really loud on the road outside the resort",Lots to do for the kids to keep them entertained,10.0,November 2021,"November 24, 2021",Deluxe Lodge,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Exceptional,"Pool water was not clean, not clear",pool,10.0,February 2023,"February 10, 2023",Basic Triple Room with Shared Bathroom,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good for being near spa pools.,Bathroom odd design. No shampoo or conditioner.,Nice private cabin at end of road. All kitchen needs met.,8.0,February 2024,"March 4, 2024",One-Bedroom Apartment,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Beautiful surroundings and very friendly staff. Lovely stay 👍,The room needed a lamp and maybe a jug of water in the fridge to fill the kettle as there was no sink.,Looks beautiful nice surroundings,8.0,November 2023,"November 3, 2023",Basic Double Room with Shared Bathroom,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Exceptional,Cleanness of bed sheets,Lication,10.0,July 2024,"July 18, 2024",One-Bedroom Apartment,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,"The bunk bed was pretty wobbly and didnt seem.stable so the kids didnt.trust it so we took the mattress off the top bunk and she slept on the floor

there is a bit of mould in the shower door too.",Loved being so close to the hot pools and able to come and go,7.0,September 2022,"September 22, 2022",Two-Bedroom Apartment,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
4,The sheets that fell off to bed and cold water for shower,The lovely people,9.0,October 2023,"October 23, 2023",Studio,4,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Disappointing,"Shower floor is purely mental, very uncomfortable to shower in. Air conditioning was not checked before we arrived and therefore was not working.",,4.0,February 2024,"February 5, 2024",Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,"Just make sure to clean under beds and coaches (vacuum).
Also although camera was facing away it was a bit daunting seeing it as you shower from both units",Generally good.,8.0,September 2023,"September 26, 2023",One-Bedroom Apartment,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"Stayed the weekend, had everything I needed. great pool location. 👍👍👍",the bed!,everything was good.,8.0,March 2022,"March 27, 2022",Basic Triple Room with Shared Bathroom,2,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"was a delightful stay, beds were very comfy and it all felt very homely.😊",The cabin was very smelly. a little funky around the windows and found a couple of used snap lock bags on the bunk bed.,I loved that everything was very accessible.,8.0,June 2022,"June 12, 2022",Quadruple Room with Shared Bathroom,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Family friendly park just out of Taupo,"We had a triple bunk and the middle bed, the safety rail was too low on the mattress so I didn’t feel comfortable using.","We had a great stay, the self contained cabin was great for our family of 5.  Full fridge and a microwave.  Kids loved the jumping pillow and playground. 
Discount of 50% for the hot pools which were lovely in the evening.",9.0,March 2023,"March 24, 2023",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Overall enjoyed our stay,"Room abit basic for the money.
Not enough cooking utensils in the room.  
Wetroom kept flooding.","Nice place to stay for a couple of nights.  
Pool area great for kids.
Lake Taupō is a beautiful spot to visit.",8.0,December 2023,"December 5, 2023",Two-Bedroom Apartment,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Great pretty spot easy drive to all the tourist attractions.,Bed needs replacing.,Private and quiet. Great self contained lodges.,9.0,June 2023,"June 27, 2023",Deluxe Lodge,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,thought I had booked 2 rooms .. ended up 4 adults in one room,outdoor table and chairs great,7.0,November 2022,"November 9, 2022",Executive Studio,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Shower room need longer curtain please,room,,7.0,July 2024,"July 15, 2024",Two-Bedroom Apartment,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Disappointed,There was no iron or board. There wasn’t enough crockery and cutlery for all guests. The two single beds were extremely uncomfortable and felt like sponge mattresses. The cooking utensils were really poor. Half of the pools were out of use due to maintenance but we were still charged full price.,That it was self contained and the under floor heating.,2.0,May 2024,"May 5, 2024",Executive Studio,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Poor,Cleanliness not up to scratch.,,3.0,April 2024,"April 2, 2024",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
The kids enjoyed the pools especially trying them at night with the lights,possibly just a few more easily accessible power plugs in bedrooms for kids night lights,close to kids activities & kitchen available,8.0,July 2022,"July 30, 2022",Family Room,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Pools were closed which was disappointing but they do beed maintensnce sometime so just an unfortunate coincidence,No hair dryer. Drawer in bedside cabinet didn’t close. Outside weeds.,Something different.,7.0,December 2023,"December 21, 2023",Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,Air conditioning a little bit noisy for me,Privacy,8.0,August 2022,"August 2, 2022",Superior Double Room,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"very comfortable and cosy , great price",no sink in room,cosy,10.0,April 2023,"April 7, 2023",Basic Double Room with Shared Bathroom,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,We had ants and our shower wouldn't drain proeperly,Close to the pools,8.0,May 2024,"May 13, 2024",Superior Double Room,2,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
It was wonderful,All unisex showers and toilets by our cabin so didn’t feel comfortable letting kids go to the bathrooms alone,"The waterpark, the cabin and toilet blocks were all lovely",8.0,July 2023,"July 12, 2023",Quadruple Room with Shared Bathroom,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,the pools themselves cost extra to get in and were a bit jaded and not terribly clean,the little cottage we were in,8.0,March 2023,"April 13, 2023",Villa,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"It was ok for one night, but wouldn't want to stay longer.","Discount for pools could have been better given we were paying to stay.
Unit very basic and not much room.",Pools.,5.0,July 2022,"July 20, 2022",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Lovely stay just too short. 10.00am checkout feels way too early when enjoying a morning soak!,A shower curtain which I had to ask for,Great accommodation and loved the pools. Even got to go down the slides!!,9.0,June 2022,"June 8, 2022",Studio,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Wonderful,We can’t put the portable cot in the bedside.,,9.0,January 2022,"January 16, 2022",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"Lovely! The pools were fantastic, reception great.",The communal bathroom was meh,Everything! Was so lovely.,10.0,August 2023,"August 27, 2023",Basic Double Room with Shared Bathroom,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
great for the kids our appartments toiletries werent refilled,"house keepers forgot to refill body wash, the fact theres no shampoo & conditioner provided also thee tissue box was also empty as was the toilet paper roll 

under the cushions on the couch was money lollies which is evident it didnt get cleaned before us",The pools are always a hit with my kids the underfloor heating,7.0,July 2023,"July 19, 2023",Deluxe Lodge,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
great will stay again !,wasn’t as clean as I would of liked,the pools and playground for the kids,9.0,May 2022,"May 31, 2022",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Ok - price was high for what it was. Asked to pay later on website but was made to pay in advance ?,Unit smelled strongly of curry - this made me feel the unit was not cleaned properly.,,5.0,February 2023,"February 26, 2023",Deluxe Lodge,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Fair,cleanliness,pools and lodge,5.0,April 2023,"April 6, 2023",Executive Studio,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
we will be back for another stay soon,have our own bathroom,the private pools were were great,10.0,October 2021,"November 23, 2021",Basic Triple Room with Shared Bathroom,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Fair,"Cobwebs on top of front door, bunk was sqeeky and bottom bunk matress sunk and could not be slept on, airing frame could do with an upgrade. Ironing board was too small and could be upgraded. Windows had been drawed on with humidity in past and needed a clean. The cafe could do more things like hot chips, toasties and not microwave everything in cabinet. Was a little dissapointning lack of choice.",,5.0,April 2022,"April 26, 2022",Chalet,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"Short stay, loved the hot pools. Slept well","I booked for 3 adults, 3 separate beds. We got a double and 2 bunks. My 6'3 son had to sleep in a kids bed. Lucky our 3rd adult did not arrive.",,7.0,May 2022,"May 30, 2022",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Fair,"not clean. cobwebs in the bathroom/toilet
walls look dirty.
hair ties and clips left in shower cubicle.",,5.0,April 2022,"April 22, 2022",Chalet,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"Nice place to stay for families, overall good location, just needs a good clean-up!","microwave, toilet and shower was not very clean and the floor and carpet area.",really over crowded...they were too many people in the pool. Noticed algae built up in the pools as well.,7.0,April 2022,"July 12, 2022",Executive Studio,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Literally the worst place we have ever stayed!,smelt awful and needs to be cleaned. the sheets in the bunk had blood on. the double bed was very uncomfortable. will never recommend to anyone.,"Nothing, the place smelt and it is very dated!",1.0,December 2022,"December 27, 2022",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,The water stopped working late at night. It was fixed by the morning luckily. Meant that we all had to shower in the morning and it was a big group!,Great value for a group of 7 of us for a trip.,8.0,September 2022,"September 22, 2022",Deluxe Three-Bedroom Chalet,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Long weekend holiday,The amount of rubbish underneath furniture from not being vacuumed and uncleaned toilet,The lodge,8.0,July 2022,"July 18, 2022",Superior Double Room,3,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Poor,"The 2 doors leading to the sleeping area were jammed and constitute a fire hazard for someone that is infirmed.
Reported to the cleaners next morning and I hope thy have repaired the doors.",,3.0,November 2022,"December 8, 2022",Standard Bungalow,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
For a family stay the superior lodge was roomy and comfortable it just needed a dam good clean,Fridge had spilt milk in door from previous guests hadn't been vaccuum. shower door leaked water on floor .general standard of cleaning was poor.room smelt bad when arrived and windows were very condensated so clearly windows had not been opened before we arrived.,Was close to hotpools,5.0,October 2022,"October 5, 2022",Deluxe Lodge,2,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Exceptional,one of my blinds was broken and cobwebs in my room.,comfort,10.0,August 2022,"August 23, 2022",Studio,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
"Toilets, showers, etc very good.","The drop from room slider floor, to outside walkway. Cabin 27
BED TO HARD",,4.0,November 2022,"November 4, 2022",Basic Triple Room with Shared Bathroom,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
CVCC zc x to,"Distance to bathroom way too far away, Noone answers the telephone or vc z",,3.0,November 2022,"November 30, 2022",Basic Double Room with Shared Bathroom,1,Group,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Good,"bugs all on the bedroom walls. 
we arrived at night and chalet lights were all on with many windows left open - I expect this combination drew the bugs (little midge looking things) inside.",,7.0,February 2023,"March 14, 2023",Chalet,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Very Good,Bunk beds too small in cabin.,The pools.,8.0,June 2022,"June 26, 2022",Standard Bungalow,1,Family,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
Pleasant,I would have loved if the pools stayed open a little longer. and our bedroom was smelly,we really didn't spend much time there.,6.0,August 2024,"August 11, 2024",Quadruple Room with Shared Bathroom,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0,0.00036164012506615674
